Linux 7.0.0-31-generic (ausitn-garcia-ROG-Zephyrus-G14-GA402XV-GA402XV) 	09/18/26 	_x86_64_	(16 CPU)

21:54:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:37     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:42     all    3.83    0.00    0.93    0.04    0.00    0.75    0.00    0.00    0.00   94.46
21:55:42       0    1.73    0.00    0.77    0.38    0.00    6.33    0.00    0.00    0.00   90.79
21:55:42       1    2.02    0.00    0.60    0.00    0.00    1.41    0.00    0.00    0.00   95.97
21:55:42       2    3.02    0.00    0.60    0.00    0.00    0.60    0.00    0.00    0.00   95.77
21:55:42       3    8.95    0.00    1.19    0.00    0.00    0.40    0.00    0.00    0.00   89.46
21:55:42       4    6.37    0.00    1.39    0.00    0.00    0.20    0.00    0.00    0.00   92.03
21:55:42       5    8.43    0.00    1.61    0.00    0.00    0.40    0.00    0.00    0.00   89.56
21:55:42       6    4.63    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   94.37
21:55:42       7    5.67    0.00    1.21    0.00    0.00    0.20    0.00    0.00    0.00   92.91
21:55:42       8    2.01    0.00    0.60    0.00    0.00    0.20    0.00    0.00    0.00   97.18
21:55:42       9    2.82    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   95.98
21:55:42      10    1.84    0.00    0.82    0.00    0.00    0.20    0.00    0.00    0.00   97.14
21:55:42      11    2.81    0.00    1.00    0.00    0.00    0.40    0.00    0.00    0.00   95.78
21:55:42      12    2.21    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   96.78
21:55:42      13    4.25    0.00    0.61    0.20    0.00    0.20    0.00    0.00    0.00   94.74
21:55:42      14    1.82    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   97.17
21:55:42      15    2.61    0.00    1.00    0.00    0.00    0.40    0.00    0.00    0.00   95.98

21:55:42     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:47     all    3.83    0.00    0.95    0.03    0.00    0.54    0.00    0.00    0.00   94.65
21:55:47       0    1.77    0.00    0.39    0.39    0.00    3.94    0.00    0.00    0.00   93.50
21:55:47       1    2.61    0.00    1.00    0.00    0.00    1.20    0.00    0.00    0.00   95.19
21:55:47       2    3.23    0.00    1.41    0.00    0.00    0.00    0.00    0.00    0.00   95.36
21:55:47       3    8.22    0.00    1.20    0.00    0.00    0.20    0.00    0.00    0.00   90.38
21:55:47       4    5.62    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   93.37
21:55:47       5    8.96    0.00    1.59    0.00    0.00    0.40    0.00    0.00    0.00   89.04
21:55:47       6    5.00    0.00    1.20    0.00    0.00    0.40    0.00    0.00    0.00   93.40
